sequencialPrecedente,tipoPrecedente,numeroPrecedente,dataPrimeiraAfetacao,dataJulgamento,dataPublicacaoAcordao,situacao,informacoesComplementares,questaoSubmetidaAJulgamento,teseFirmada,anotacoesNUGEPNAC,delimitacaoJulgado,entendimentoAnterior,referenciaLegislativa,referenciaSumular,sumulaOriginada,audienciaPublica,dataAudienciaPublica,orgaoJulgador,Assuntos,numeroRepercussaoGeralSTF,descricaoRepercussaoGeral
1608,IAC,1,2017-02-13,2018-06-27,2018-08-22,Trânsito em Julgado,,1.1. Cabimento de prescrição intercorrente e eventual imprescindibilidade de intimação prévia do credor;1.2. Necessidade de oportunidade para o autor dar andamento ao processo paralisado por prazo superior àquele previsto para a prescrição da pretensão veiculada na demanda.,"1.1. Incide a prescrição intercorrente, nas causas regidas pelo CPC/73, quando o exequente permanece inerte por prazo superior ao de prescrição do direito material vindicado, conforme interpretação extraída do art. 202, parágrafo único, do Código Civil de 2002.1.2. O termo inicial do prazo prescricional, na vigência do CPC/1973, conta-se do fim do prazo judicial de suspensão do processo ou, inexistindo prazo fixado, do transcurso de 1 (um) ano (aplicação analógica do art. 40, § 2º, da Lei 6.830/1980).1.3. O termo inicial do art. 1.056 do CPC/2015 tem incidência apenas nas hipóteses em que o processo se encontrava suspenso na data da entrada em vigor da novel lei processual, uma vez que não se pode extrair interpretação que viabilize o reinício ou a reabertura de prazo prescricional ocorridos na vigência do revogado CPC/1973 (aplicação irretroativa da norma processual).1.4. O contraditório é princípio que deve ser respeitado em todas as manifestações do Poder Judiciário, que deve zelar pela sua observância, inclusive nas hipóteses de declaração de ofício da prescrição intercorrente, devendo o credor ser previamente intimado para opor algum fato impeditivo à incidência da prescrição.","Admitido na sessão do dia 08/02/2017 (Segunda Seção).Decisão da Vice-Presidência do STJ, publicada no DJe de 2/6/2021, no EREsp n. 1.604.412/SC, nos seguintes termos: ""Em pesquisa ao sítio do Supremo Tribunal Federal, observa-se que a controvérsia tem natureza infraconstitucional, o que afasta, ab initio, o seu exame em sede de recurso extraordinário. Nesse sentido, o ARE 1.188.130/PR, DJ de 2/4/2019, da relatoria do Ministro Gilmar Mendes.Ocorre que, por meio de ofício encaminhado a todos os tribunais, o Supremo Tribunal Federal recomendou que, nos feitos representativos de controvérsia, ainda que se vislumbre questão infraconstitucional, o recurso extraordinário seja admitido de forma a permitir o pronunciamento da Suprema Corte sobre a existência ou não de matéria constitucional no caso e, eventualmente, de repercussão geral.Assim, diante da relevância da matéria debatida e considerando que o presente reclamo foi proferido sob o rito dos arts. 271-B a 271-G do Regimento Interno do Superior Tribunal de Justiça, entende-se ser o caso de remessa o apelo extremo ao Pretório Excelso, na qualidade de representativo de controvérsia.Diante do exposto, com fulcro no art. 1.036, § 1º, do Código de Processo Civil, admite-se o presente recurso extraordinário.""",,,,,,N,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8893- Atos Processuais, 9414- Extinção da Execução, 899- DIREITO CIVIL, 4701- Ato / Negócio Jurídico, 5632- Prescrição e Decadência",1162,"Modulação dos efeitos de decisão do Superior Tribunal de Justiça, proferida em Incidente de Assunção de Competência, que definiu o termo inicial da prescrição intercorrente da pretensão executória, na vigência do CPC/1973."
1650,IAC,2,2017-08-01,2021-11-30,2021-12-16,Trânsito em Julgado,,Prazo anual de prescrição em todas as pretensões que envolvam interesses de segurado e segurador em contrato de seguro.,"É ânuo o prazo prescricional para exercício de qualquer pretensão do segurado em face do segurador - e vice-versa - baseada em suposto inadimplemento de deveres (principais, secundários ou anexos) derivados do contrato de seguro, ex vi do disposto no artigo 206, § 1º, II, ""b"", do Código Civil de 2002 (artigo 178, § 6º, II, do Código Civil de 1916).",Admitido na sessão do dia 14/06/2017 (Segunda Seção).,,,,,,N,,S2,"899- DIREITO CIVIL, 7681- Obrigações, 9580- Espécies de Contratos, 9597- Seguro",,
1803,IAC,3,2017-10-20,2019-04-10,2019-05-20,Trânsito em Julgado,,Adequação do manejo do mandado de segurança para atacar decisão judicial que extingue execução fiscal com base no art. 34 da Lei 6.830/80.,Não é cabível mandado de segurança contra decisão proferida em execução fiscal no contexto do art. 34 da Lei n. 6.830/80.,Admitido na sessão do dia 11/10/2017 (Primeira Seção).,,,,,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 14- DIREITO TRIBUTÁRIO, 5986- Crédito Tributário, 5990- Extinção do Crédito Tributário",,
2001,IAC,4,2018-04-16,2019-10-09,2019-10-14,Trânsito em Julgado,,"Definir se é possível conferir proteção simultânea - pelos institutos da patente de invenção (Lei 9.279/96) e da proteção de cultivares (Lei 9.456/97) - a sementes de soja Roundup Ready, obtidas mediante a técnica da transgenia, e, como corolário, se é ou não facultado aos produtores rurais o direito de reservar o produto de seu cultivo para replantio e comercialização como alimento ou matéria prima, bem como o direito de pequenos agricultores de doar ou trocar sementes reservadas no contexto de programas oficiais específicos.",As limitações ao direito de propriedade intelectual constantes do art. 10 da Lei 9.456/97 - aplicáveis tão somente aos titulares de Certificados de Proteção de Cultivares - não são oponíveis aos detentores de patentes de produto e/ou processo relacionados à transgenia cuja tecnologia esteja presente no material reprodutivo de variedades vegetais.,Admitido na sessão eletrônica em iniciada em 04/04/2018 e finalizada em 10/04/2018 (Segunda Seção) - ProAfR 4.,,,,,,N,,S2,"899- DIREITO CIVIL, 10432- Coisas, 4654- Propriedade Intelectual / Industrial",,
2228,IAC,5,2019-04-16,2020-03-11,2020-03-17,Trânsito em Julgado,,"Justiça competente para julgamento de demandas relativas a contrato de plano de saúde assegurado em contrato de trabalho, acordo ou convenção coletiva.","Compete à Justiça comum julgar as demandas relativas a plano de saúde de autogestão empresarial, exceto quando o benefício for regulado em contrato de trabalho, convenção ou acordo coletivo, hipótese em que a competência será da Justiça do Trabalho, ainda que figure como parte trabalhador aposentado ou dependente do trabalhador.","Admitido na sessão eletrônica em iniciada em 3/4/2019 e finalizada em 9/4/2019 (Segunda Seção).Tese firmada no REsp n. 1.799.343/SP - Relatora para acórdão Ministra Nancy Andrighi, na sessão de julgamento da Segunda Seção, realizada em 11/3/2020.A tese firmada foi alterada, conforme determinado pela Segunda Seção que, na sessão de julgamento realizada em 24/6/2020, acolheu parcialmente os embargos de declaração no REsp n. 1.799.343/SP, ""sem efeitos infringentes, para determinar que a tese fique redigida de forma que, onde se lê ""instituído"", leia-se ""regulado"". (acórdão publicado no DJe de 1/7/2020)",,,,,,N,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8829- Competência, 6233- Planos de Saúde",,
2572,IAC,6,2019-12-18,2021-10-21,2021-11-04,Trânsito em Julgado,"A Primeira Seção, em Acórdão publicado em 25/9/2020, em caráter liminar, determinou ""a manutenção da imediata suspensão, em todo o território nacional, de qualquer ato destinado a redistribuição de processos pela Justiça Estadual (no exercício da jurisdição federal delegada) para a Justiça Federal, até o julgamento definitivo do presente Incidente de Assunção de Competência no Conflito e Competência"", referente aos processos iniciados anteriormente a 1º/1/2020, os quais deverão ter regular tramitação e julgamento, independentemente do julgamento do presente Incidente de Assunção de Competência no Conflito de Competência.",Efeitos da Lei nº 13.876/2019 na modificação de competência para o processamento e julgamento dos processos que tramitam na Justiça Estadual no exercício da competência federal delegada.,"Os efeitos da Lei nº 13.876/2019 na modificação de competência para o processamento e julgamento dos processos que tramitam na Justiça Estadual no exercício da competência federal delegada insculpido no art, 109, § 3º, da Constituição Federal, após as alterações promovidas pela Emenda Constitucional 103, de 12 de novembro de 2019, aplicar-se-ão aos feitos ajuizados após 1º de janeiro de 2020. As ações, em fase de conhecimento ou de execução, ajuizadas anteriormente a essa data, continuarão a ser processadas e julgadas no juízo estadual, nos termos em que previsto pelo § 3º do art. 109 da Constituição Federal, pelo inciso III do art. 15 da Lei n. 5.010, de 30 de maio de 1965, em sua redação original.","Incidente admitido por decisão monocrática do relator, ad referendum da Primeira Seção, em decisão publicada em 18/12/2019.Em Questão de Ordem apresentada pelo Ministro relator Mauro Campbell Marques, a Primeira Seção admitiu o Incidente de Assunção de Competência, nos termos do Acórdão publicado no DJe de 25/9/2020.",,,,,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8828- Jurisdição e Competência, 8829- Competência",,
2948,IAC,7,2020-09-22,2024-08-28,2024-09-16,Acórdão Publicado,"Há determinação de ""suspensão do julgamento de todos os processos que versam sobre o tema específico em território nacional até o definitivo julgamento no âmbito do Superior Tribunal de Justiça (art. 1.037, II, do CPC/2015, por analogia).""","Delimitação das principais teses controvertidas, com base no conjunto dos fundamentos contidos nos recursos especiais interpostos (art. 271-C do RISTJ):a.1) configuração de coisa julgada, em virtude do trânsito em julgado de ações populares e de ação civil pública relacionadas ao caso concreto;a.2) aplicação da teoria do fato consumado, ante a consolidação da situação fática da privatização;a.3) existência de ilegalidade e lesividade no âmbito da ação popular diante da aprovação pelo Tribunal de Contas da União do processo de desestatização da Companhia Vale do Rio Doce, bem como do reconhecimento de inexistência de dano ao patrimônio público em face da avaliação da participação acionária da União na empresa privatizada.a.4) julgamento extra petita proferido pelo Tribunal de origem em reexame necessário.","Diante da conexão existente entre as ações populares que possuem como objeto litigioso a privatização da Companhia Vale do Rio Doce, ainda que sob os mais diversos pretextos (conforme se verifica das razões de decidir no CC 19.686/DF, STJ), a superveniência de sentença transitada em julgado em uma delas (REO 2002.01.00.034012-6; TRF 1ª Região) possui eficácia de coisa julgada oponível ""erga omnes"", nos termos do art. 18 da Lei 4.717/65, motivo pelo qual a parte dispositiva deve recair sobre todas as ações populares que possuem o mesmo objeto.",Admitido na sessão eletrônica iniciada em 9/9/2020 e finalizada em 15/9/2020 (Primeira Seção).,,,,,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10088- Domínio Público, 10131- Privatização, 10385- Licitações",,
2953,IAC,8,2020-10-09,2022-06-08,2022-06-15,Trânsito em Julgado,"Não há determinação de suspensão nacional dos processos pendentes, individuais ou coletivos, que versem sobre a questão. (acórdão publicado no DJe de 9/10/2020)","Reconhecimento da legalidade de cobrança promovida por concessionária de rodovia, em face de autarquia de prestação de serviços de saneamento básico, pelo uso da faixa de domínio da via pública concedida.","É indevida a cobrança promovida por concessionária de rodovia, em face de autarquia prestadora de serviços de saneamento básico, pelo uso da faixa de domínio da via pública concedida.",Admitido na sessão eletrônica iniciada em 23/9/2020 e finalizada em 29/9/2020 (Primeira Seção).,,,,,,N,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10028- Serviços, 10073- Concessão / Permissão / Autorização",,
3035,IAC,9,2020-12-18,2022-06-08,2022-06-15,Trânsito em Julgado,"Não há determinação de suspensão nacional dos processos pendentes, individuais ou coletivos, que versem sobre a questão. (acórdão publicado no DJe de 18/12/2020)","Definir se constitui requisito obrigatório para a renovação da Carteira Nacional de Habilitação - CNH do motorista autônomo de transporte coletivo escolar, a realização do exame toxicológico de larga janela de detecção, previsto no art. 148-A, do Código de Trânsito Brasileiro, introduzido pela Lei n. 13.103/2015.","A apresentação de resultado negativo em exame toxicológico de larga janela de detecção é obrigatória para a habilitação e a renovação da Carteira Nacional de Habilitação do motorista autônomo de transporte coletivo escolar, nos termos do art. 148-A da Lei n. 9.503/1997 (Código de Trânsito Brasileiro).",Admitido na sessão eletrônica iniciada em 9/12/2020 e finalizada em 15/12/2020 (Primeira Seção).,,,,,,N,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10417- Sistema Nacional de Trânsito, 10418- CNH - Carteira Nacional de Habilitação",,
3070,IAC,10,2021-03-19,2021-10-21,2021-11-29,Trânsito em Julgado,"A Primeira Seção, em Acórdão publicado em 19/3/2021, em caráter liminar, determinou a ""suspensão imediata da redistribuição à 1ª Vara Especializada da Fazenda Pública da Comarca de Várzea Grande/MT dos feitos propostos ou em tramitação em comarcas diversas ou juizados especiais, cujo fundamento, expresso ou implícito, seja a Resolução 9/2019/TJMT ou normativo similar, independentemente da matéria ou sujeitos envolvidos, até julgamento definitivo deste incidente. Outrossim, devem os feitos redistribuídos com fundamento nessa norma ser devolvidos aos respectivos juízos de origem, que se definem como provisoriamente competentes para as causas, inclusive no que diz respeito ao julgamento de mérito. Por fim, ainda em caráter liminar, afasta-se a incidência da resolução no ponto, até julgamento definitivo do presente IAC. A suspensão, esclareça-se, não alcança ou afeta o andamento dos feitos, que deverão ter seguimento regular nos juízos ora tidos, provisoriamente, como competentes.""","Fixação da competência prevalecente para julgamento de matérias de direitos coletivos e individuais quando haja conflito entre norma infralegal ou lei estadual e a previsão de leis federais, no que tange a foro especializado em lides contra a Fazenda Pública.","Tese A) Prevalecem sobre quaisquer outras normas locais, primárias ou secundárias, legislativas ou administrativas, as seguintes competências de foro:i) em regra, do local do dano, para ação civil pública (art. 2º da Lei n. 7.347/1985);ii) ressalvada a competência da Justiça Federal, em ações coletivas, do local onde ocorreu ou deva ocorrer o dano de impacto restrito, ou da capital do estado, se os danos forem regionais ou nacionais, submetendo-se ainda os casos à regra geral do CPC, em havendo competência concorrente (art. 93, I e II, do CDC).Tese B) São absolutas as competências:i) da Vara da Infância e da Juventude do local onde ocorreu ou deva ocorrer a ação ou a omissão, para as causas individuais ou coletivas arroladas no ECA, inclusive sobre educação e saúde, ressalvadas a competência da Justiça Federal e a competência originária dos tribunais superiores (arts. 148, IV, e 209 da Lei n. 8.069/1990; e Tese n. 1.058/STJ);ii) do local de domicílio do idoso nas causas individuais ou coletivas versando sobre serviços de saúde, assistência social ou atendimento especializado ao idoso portador de deficiência, limitação incapacitante ou doença infectocontagiosa, ressalvadas a competência da Justiça Federal e a competência originária dos tribunais superiores (arts. 79 e 80 da Lei n. 10.741/2003 e 53, III, e, do CPC/2015);iii) do Juizado Especial da Fazenda Pública, nos foros em que tenha sido instalado, para as causas da sua alçada e matéria (art. 2º, § 4º, da Lei n. 12.153/2009);iv) nas hipóteses do item (iii), faculta-se ao autor optar livremente pelo manejo de seu pleito contra o estado no foro de seu domicílio, no do fato ou ato ensejador da demanda, no de situação da coisa litigiosa ou, ainda, na capital do estado, observada a competência absoluta do Juizado, se existente no local de opção (art. 52, parágrafo único, do CPC/2015, c/c o art. 2º, § 4º, da Lei n. 12.153/2009).Tese C) A instalação de vara especializada não altera a competência prevista em lei ou na Constituição Federal, nos termos da Súmula n. 206/STJ (""A existência de vara privativa, instituída por lei estadual, não altera a competência territorial resultante das leis de processo.""). A previsão se estende às competências definidas no presente IAC n. 10/STJ.Tese D) A Resolução n. 9/2019/TJMT é ilegal e inaplicável quanto à criação de competência exclusiva em comarca arbitrariamente eleita em desconformidade com as regras processuais, especificamente quando determina a redistribuição desses feitos, se ajuizados em comarcas diversas da 1ª Vara Especializada da Fazenda Pública da Comarca de Várzea Grande/MT. Em consequência:i) fica vedada a redistribuição à 1ª Vara Especializada da Fazenda Pública da Comarca de Várzea Grande/MT dos feitos propostos ou em tramitação em comarcas diversas ou em juizados especiais da referida comarca ou de outra comarca, cujo fundamento, expresso ou implícito, seja a Resolução n. 9/2019/TJMT ou normativo similar;ii) os feitos já redistribuídos à 1ª Vara Especializada de Várzea Grande/MT com fundamento nessa norma deverão ser devolvidos aos juízos de origem, salvo se as partes, previamente intimadas, concordarem expressamente em manter o processamento do feito no referido foro;iii) no que tange aos processos já ajuizados - ou que venham a ser ajuizados - pelas partes originalmente na 1ª Vara Especializada da Fazenda Pública da Comarca de Várzea Grande/MT, poderão prosseguir normalmente no referido juízo;iv) não se aplicam as previsões dos itens (ii) e (iii) aos feitos de competência absoluta, ou seja: de competência dos Juizados Especiais da Fazenda, das Varas da Infância e da Juventude ou do domicílio do idoso, nos termos da Tese B deste IAC n. 10/STJ.",Admitido na sessão eletrônica iniciada em 10/3/2021 e finalizada em 16/3/2021 (Primeira Seção).,,,,,,N,,S1,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 8828- Jurisdição e Competência, 8829- Competência",,
